theme_id	class_id	subclass_id	orientation_id	north	east	south	west
11	25	1	4	1:0;1:1;1:2;1:3;1:4;1:5	1:1;1:2;1:3;1:4	1:0;1:3;1:4	1:0;1:1;1:2;1:3;1:4
11	25	1	5		1:1;1:2;1:3	1:0;1:3;1:4	
11	25	0	6		0:6	0:4	0:1;0:6
11	26	0	0				0:1;0:2
11	26	1	0	1:0;1:1	1:0	1:0	1:0;1:1
11	26	0	1		0:0;0:2		
11	26	2	0				
11	26	3	0				
11	26	0	2		0:0		0:1
11	26	1	1		1:0	1:0	
11	27	0	0	0:2	0:3		
11	27	0	1			0:3	0:2
11	27	0	2		0:1	0:0	
11	27	0	3	0:1			0:0
11	27	1	0				
11	34	0	0				
11	35	0	0				
11	36	0	0				
11	36	1	0				
11	47	0	0				0:1;0:3
11	47	0	1		0:0		
11	47	0	2	0:3			
11	47	0	3		0:0	0:2	
12	1	0	0	0:23;0:33	0:9;0:28;0:33	0:13;0:19;0:35	0:3;0:28;0:35
12	1	0	1	0:9		0:9	
12	1	0	2	0:6;0:9;0:17;0:33	0:9;0:20;0:28;0:33	0:4;0:6;0:18	0:14;0:18;0:24
12	1	0	3	0:19	0:0	0:31	0:35
12	1	0	4	0:2;0:14	0:9;0:22;0:32	0:6	
12	1	0	5	0:35	0:35	0:9	0:21
12	1	0	6	0:2;0:4;0:29	0:9;0:15;0:28;0:34	0:2;0:9;0:15;0:17;0:28;0:32;0:34	0:9;0:29;0:33
12	1	0	7	0:9	0:35	0:30	0:9
12	1	0	8		0:24		0:22
12	1	0	9	0:1;0:5;0:6;0:9;0:12;0:13;0:16;0:32;0:33	0:6;0:7;0:9;0:12;0:15;0:17;0:20;0:26;0:28;0:30;0:33	0:1;0:2;0:7;0:9;0:10;0:14;0:15;0:17;0:18;0:20;0:25;0:28;0:32	0:0;0:2;0:4;0:6;0:9;0:13;0:17;0:19;0:23;0:32
12	1	0	10	0:9	0:35	0:35	0:15
12	1	0	11	0:35	0:35		0:12
12	1	0	12	0:35	0:11;0:35	0:9	0:9;0:30
12	1	0	13	0:0;0:19	0:9	0:9	0:26;0:28;0:31
12	1	0	14	0:9;0:20	0:2;0:26	0:4;0:28	
12	1	0	15	0:6;0:9	0:10;0:35	0:35	0:6;0:9
12	1	0	16			0:9	
12	1	0	17	0:6;0:9;0:17;0:32	0:9	0:2;0:17	0:9
12	1	0	18	0:2;0:9	0:2;0:18;0:24		0:18;0:20;0:24
12	1	0	19	0:0;0:30	0:9	0:3;0:13	0:28;0:31
12	1	0	20	0:9;0:33	0:18	0:14;0:33	0:2;0:9
12	1	0	21	0:35	0:5		0:35
12	1	0	22		0:8		0:4
12	1	0	23	0:33	0:9	0:0	0:35
12	1	0	24	0:33	0:2;0:18		0:8;0:18
12	1	0	25	0:9		0:35	0:35
12	1	0	26	0:28;0:35	0:13;0:35	0:27	0:9;0:14
12	1	0	27	0:26	0:31	0:35	0:28
12	1	0	28	0:6;0:9;0:14;0:32	0:0;0:13;0:19;0:27;0:35	0:26;0:35	0:0;0:2;0:6;0:9
12	1	0	29		0:6	0:6;0:33	0:33
12	1	0	30	0:7	0:12	0:19	0:9
12	1	0	31	0:3;0:35	0:13;0:19	0:35	0:27;0:35
12	1	0	32	0:6;0:9	0:9	0:9;0:17;0:28	0:4
12	1	0	33	0:20;0:29	0:6;0:29	0:0;0:2;0:9;0:20;0:23;0:24	0:0;0:2;0:9
12	1	0	34	0:6	0:35		0:6
12	1	0	35	0:0;0:10;0:15;0:25;0:27;0:28;0:31;0:35	0:0;0:3;0:21;0:23;0:25;0:31;0:35	0:5;0:11;0:12;0:21;0:26;0:31;0:35	0:5;0:7;0:10;0:11;0:12;0:15;0:26;0:28;0:34;0:35
12	2	0	0	0:0	0:0	0:0	0:0
12	3	0	0				
12	4	0	0	0:9;0:30;0:50;0:61;0:72;0:73	0:0;0:9;0:11;0:23;0:36;0:38;0:50	0:16;0:17;0:24;0:27;0:54;0:61;0:64	0:0;0:2;0:26;0:61
12	4	0	1	0:4;0:20;0:32;0:39;0:40;0:46;0:55;0:62	0:54	0:4;0:14	0:3;0:10;0:32;0:39;0:47;0:60
12	4	0	2	0:9;0:15;0:35;0:41;0:42;0:50;0:53;0:59;0:61;0:72;0:73	0:0;0:9;0:11;0:15;0:23;0:25;0:36;0:50;0:51;0:53;0:70;0:72;0:73	0:7;0:16;0:17;0:18;0:20;0:22;0:27;0:31;0:54;0:56;0:61;0:64;0:69	0:16;0:17;0:20;0:22;0:27;0:46;0:49;0:54;0:64;0:69;0:70
12	4	0	3	0:25	0:1;0:62	0:55;0:62	0:18
12	4	0	4	0:1	0:12	0:1;0:11;0:21;0:25;0:30;0:33;0:37;0:39;0:47;0:53;0:63;0:67;0:72	0:11;0:25;0:37;0:39;0:47;0:53;0:59;0:72;0:73
12	4	0	5	0:8;0:26	0:54	0:29;0:44	0:54
12	4	0	6		0:54	0:39;0:47	0:25;0:59
12	4	0	7	0:2	0:32	0:39;0:62	0:25;0:39
12	4	0	8	0:31;0:35;0:42;0:50;0:59	0:13;0:32;0:63	0:5;0:24;0:41;0:57;0:60	0:12;0:27;0:54
12	4	0	9	0:9;0:30;0:41;0:61;0:72;0:73	0:9;0:18;0:19;0:23;0:25;0:30;0:41;0:51;0:72;0:73	0:0;0:2;0:9;0:35;0:50	0:0;0:2;0:9;0:35;0:48;0:50;0:61
12	4	0	10	0:11;0:36;0:38;0:58;0:67	0:1;0:17;0:33	0:14	0:16;0:54;0:66;0:68
12	4	0	11	0:4;0:21;0:47	0:4;0:20	0:10;0:42	0:0;0:2
12	4	0	12	0:52;0:54	0:8;0:15;0:27;0:31;0:42;0:53;0:58;0:59;0:61;0:72	0:17;0:22;0:26;0:27;0:54;0:61;0:69	0:4;0:44;0:45
12	4	0	13	0:65;0:72	0:72	0:48;0:66	0:8;0:18
12	4	0	14	0:1;0:10;0:54;0:64	0:22;0:54;0:56	0:44	
12	4	0	15	0:20;0:46	0:51;0:61;0:72;0:73	0:2	0:2;0:12;0:66
12	4	0	16	0:0;0:2;0:56	0:2;0:10;0:64	0:44	0:44
12	4	0	17	0:0;0:2;0:12;0:27;0:35;0:50	0:2;0:27;0:35;0:50;0:53;0:64	0:25;0:30;0:37;0:39;0:46;0:47;0:63;0:72	0:10;0:18;0:39;0:47;0:59;0:62;0:72;0:73
12	4	0	18	0:2;0:31;0:35;0:50;0:61	0:3;0:13;0:17;0:32	0:23;0:36;0:41;0:51	0:9;0:31;0:35;0:61
12	4	0	19	0:19;0:21;0:39;0:43;0:47	0:39;0:43;0:45;0:55;0:62	0:19;0:38;0:72	0:9
12	4	0	20	0:2;0:27;0:31;0:63	0:2;0:27;0:31;0:51;0:68;0:69	0:1;0:15;0:34;0:39;0:46;0:53;0:62;0:73	0:11;0:37;0:39;0:47;0:53;0:62;0:72;0:73
12	4	0	21	0:4;0:21;0:39;0:46;0:47;0:48	0:54	0:11;0:19;0:21;0:33;0:40;0:53	0:41;0:43;0:47;0:51;0:62;0:72
12	4	0	22	0:2;0:12;0:22;0:27;0:31;0:54;0:69	0:2;0:26;0:27;0:31;0:35;0:36;0:42;0:57	0:22;0:27;0:31;0:54;0:56	0:14
12	4	0	23	0:18;0:25	0:39;0:47;0:49;0:62	0:32;0:36;0:41;0:51	0:0;0:2;0:9;0:31;0:35;0:50;0:61
12	4	0	24	0:0;0:8		0:28;0:51;0:58	0:27;0:54
12	4	0	25	0:4;0:17;0:39;0:47;0:62;0:66	0:4;0:6;0:7;0:33;0:40;0:46;0:47;0:49;0:66	0:3;0:23;0:32;0:36;0:41;0:42;0:51;0:65	0:2;0:9;0:30;0:31;0:35;0:50
12	4	0	26	0:12;0:50;0:53	0:0;0:31	0:5;0:64;0:69	0:22;0:56;0:63
12	4	0	27	0:0;0:2;0:12;0:22;0:27;0:31;0:59;0:63;0:69;0:71	0:2;0:8;0:24;0:27;0:31;0:35;0:42;0:50;0:53;0:61	0:17;0:20;0:22;0:27;0:31;0:54;0:61;0:64;0:69	0:12;0:17;0:20;0:22;0:27;0:31;0:40;0:46;0:49;0:54;0:56;0:64;0:66;0:69
12	4	0	28	0:24;0:67			
12	4	0	29	0:5			
12	4	0	30	0:4;0:17;0:46;0:47;0:55	0:25;0:72	0:0;0:9;0:50	0:9;0:50;0:61
12	4	0	31	0:2;0:22;0:27;0:31;0:42	0:18;0:23;0:25;0:27;0:41;0:51;0:53;0:61	0:8;0:18;0:20;0:22;0:27;0:31;0:35;0:54;0:61;0:70	0:12;0:20;0:22;0:26;0:27;0:46;0:48;0:54;0:63;0:69
12	4	0	32	0:23;0:25	0:1;0:62;0:66	0:1;0:39;0:47;0:62	0:7;0:8;0:18
12	4	0	33	0:4;0:21		0:44	0:10;0:25;0:53
12	4	0	34	0:20	0:48		
12	4	0	35	0:9;0:31;0:41;0:50;0:72	0:9;0:18;0:23;0:25;0:72;0:73	0:2;0:8;0:17;0:18;0:50	0:17;0:22;0:27;0:63
12	4	0	36	0:18;0:23;0:25	0:39;0:47;0:63	0:10;0:38;0:51;0:71	0:0;0:2;0:22
12	4	0	37	0:4;0:17;0:47;0:62	0:4;0:20;0:46;0:48	0:47;0:62	0:47;0:51
12	4	0	38	0:19;0:36	0:39;0:43	0:10;0:51	0:0
12	4	0	39	0:4;0:6;0:7;0:17;0:20;0:32;0:39;0:49;0:62;0:66	0:1;0:4;0:7;0:17;0:20;0:39;0:46;0:55;0:63	0:1;0:19;0:21;0:25;0:39;0:47;0:49;0:53;0:62;0:63;0:72	0:19;0:23;0:36;0:38;0:39;0:41;0:42;0:47;0:51;0:62;0:72
12	4	0	40	0:21;0:46	0:27	0:1;0:63	0:25
12	4	0	41	0:8;0:18;0:23;0:25	0:21;0:39;0:43;0:47;0:49;0:63	0:2;0:9;0:35;0:50	0:9;0:31;0:50;0:61
12	4	0	42	0:11;0:25;0:58	0:39;0:47;0:62	0:2;0:8;0:31	0:12;0:22;0:27
12	4	0	43	0:43;0:47;0:62	0:21;0:62	0:19;0:43;0:62	0:19;0:38;0:41;0:51
12	4	0	44	0:5;0:14;0:16;0:33;0:54	0:12;0:16;0:54;0:56;0:60	0:72	
12	4	0	45		0:12	0:47;0:55;0:62	0:19;0:47
12	4	0	46	0:17;0:20;0:66	0:2;0:27;0:31;0:71	0:1;0:15;0:21;0:30;0:40;0:47;0:62;0:73	0:25;0:37;0:39;0:53;0:62;0:73
12	4	0	47	0:4;0:6;0:17;0:32;0:37;0:39;0:45;0:46;0:51;0:62	0:1;0:4;0:17;0:20;0:21;0:37;0:39;0:45;0:62;0:63	0:11;0:19;0:21;0:25;0:30;0:37;0:43;0:62;0:72	0:23;0:25;0:36;0:41;0:42;0:57;0:72;0:73
12	4	0	48	0:13;0:49;0:69	0:9;0:31;0:68	0:21;0:49;0:54	0:34;0:37
12	4	0	49	0:39;0:48;0:62;0:66	0:2;0:27;0:53;0:67	0:39;0:48;0:66;0:72	0:23;0:25;0:41;0:62
12	4	0	50	0:9;0:30;0:35;0:41;0:61;0:72;0:73	0:9;0:23;0:25;0:30;0:41;0:51;0:65;0:72;0:73	0:0;0:2;0:8;0:17;0:18;0:26;0:35	0:0;0:2;0:17;0:27
12	4	0	51	0:18;0:23;0:24;0:25;0:36;0:38;0:57	0:21;0:37;0:39;0:43;0:62;0:66	0:47;0:53;0:59;0:72;0:73	0:2;0:9;0:15;0:20;0:31;0:50;0:61
12	4	0	52		0:69	0:12	
12	4	0	53	0:4;0:20;0:21;0:39;0:51	0:4;0:20;0:33;0:46;0:66	0:2;0:26;0:61;0:68	0:2;0:12;0:17;0:27;0:31;0:49
12	4	0	54	0:0;0:2;0:12;0:22;0:27;0:31;0:48;0:56;0:63;0:69	0:2;0:5;0:8;0:10;0:24;0:27;0:31;0:54;0:59;0:61;0:64;0:69;0:70;0:71	0:12;0:14;0:22;0:44	0:1;0:5;0:6;0:14;0:21;0:44;0:54;0:60
12	4	0	55	0:3;0:45;0:55		0:1;0:30;0:55	0:19;0:39;0:67;0:72
12	4	0	56	0:2;0:22;0:56	0:26;0:27	0:16;0:54;0:56	0:14;0:44
12	4	0	57	0:8	0:47;0:62	0:51	0:22;0:61
12	4	0	58	0:24		0:10;0:42	0:12
12	4	0	59	0:51	0:4;0:6;0:17	0:2;0:8;0:27;0:61	0:12;0:54
12	4	0	60	0:8;0:70	0:1;0:54		0:44
12	4	0	61	0:0;0:2;0:12;0:27;0:31;0:53;0:59;0:63	0:0;0:9;0:18;0:23;0:30;0:41;0:51;0:57;0:61;0:72	0:0;0:2;0:9;0:18;0:50	0:12;0:15;0:27;0:31;0:54;0:61;0:63
12	4	0	62	0:3;0:7;0:20;0:32;0:37;0:39;0:43;0:45;0:46;0:47;0:62	0:17;0:20;0:21;0:39;0:46;0:49;0:62;0:63;0:66	0:1;0:25;0:37;0:39;0:43;0:47;0:49;0:62;0:63	0:3;0:19;0:23;0:32;0:42;0:43;0:47;0:51;0:57;0:62;0:72
12	4	0	63	0:4;0:17;0:39;0:40;0:62;0:66	0:26;0:31;0:35;0:61;0:72	0:20;0:27;0:54;0:61;0:70	0:8;0:36;0:39;0:41;0:47;0:62
12	4	0	64	0:0;0:2;0:26;0:27	0:2;0:27	0:14	0:16;0:17;0:54;0:68
12	4	0	65	0:25		0:13	0:50
12	4	0	66	0:13;0:49	0:10;0:15;0:27	0:25;0:39;0:46;0:49;0:63;0:73	0:25;0:32;0:51;0:53;0:62;0:73
12	4	0	67	0:4	0:55	0:10;0:28	0:49;0:68
12	4	0	68	0:53	0:10;0:64;0:67		0:20;0:48
12	4	0	69	0:2;0:12;0:26;0:27	0:2;0:27;0:31	0:22;0:27;0:48;0:54	0:20;0:52;0:54
12	4	0	70	0:31;0:63	0:2	0:60	0:2;0:54
12	4	0	71	0:36		0:27	0:46;0:54
12	4	0	72	0:4;0:17;0:19;0:39;0:44;0:47;0:49;0:51	0:4;0:17;0:20;0:21;0:39;0:47;0:55;0:62	0:0;0:2;0:9;0:13;0:35;0:50	0:2;0:9;0:12;0:13;0:15;0:30;0:35;0:50;0:61;0:63
12	4	0	73	0:20;0:46;0:51;0:66	0:4;0:17;0:20;0:46;0:47;0:66	0:0;0:2;0:9;0:50	0:2;0:9;0:15;0:35;0:50
12	6	0	0		0:3		0:2
12	6	1	0				
12	6	0	1		0:3		
12	6	2	0				
12	6	0	2		0:0;0:2		0:2;0:3
12	6	0	3		0:2		0:0;0:1
12	7	0	0				0:1
12	7	0	1	0:6	0:0	0:6	0:7
12	7	0	2		0:4	0:6	
12	7	0	3	0:6			0:4;0:6
12	7	0	4	0:4;0:6	0:3;0:5	0:4;0:5	0:2;0:6
12	7	0	5	0:4			0:4
12	7	0	6	0:1;0:2	0:3;0:4	0:1;0:3;0:4	
12	7	0	7		0:1		
12	16	0	0				
12	18	0	0				
12	21	0	0				
12	23	0	0	0:1		0:7	
12	23	0	1	0:1;0:2		0:0;0:1	
12	23	0	2		0:5	0:1	
12	23	0	3	0:4			
12	23	0	4	0:8		0:3	
12	23	0	5		0:5;0:6		0:2;0:5
12	23	0	6			0:8	0:5
12	23	0	7	0:0			
12	23	0	8	0:6;0:8		0:4;0:8	
12	26	0	0	0:0	0:0	0:0	0:0
12	27	0	0				0:1
12	27	0	1		0:0		
12	28	0	0				
12	29	0	0	0:0;0:3		0:0;0:1	
12	29	1	0	1:2		1:1	
12	29	1	1	1:0			1:3
12	29	1	2			1:0	
12	29	0	1	0:0			0:2
12	29	2	0	2:2		2:3	
12	29	0	2		0:1;0:2;0:4		0:2;0:3;0:4
12	29	2	1				2:3
12	29	2	2			2:0	
12	29	0	3		0:2	0:0	
12	29	1	3		1:1		
12	29	0	4		0:2		0:2
12	29	2	3	2:0	2:1		
12	32	0	0	0:1			
12	32	0	1			0:0	
12	49	0	0			0:1	0:4
12	49	0	1	0:0			
12	49	0	2		0:4	0:3	
12	49	0	3	0:2			
12	49	0	4		0:0		0:2
13	1	0	0		0:5	0:12	0:21
13	1	0	1		0:21		
13	1	1	0				
13	1	0	2			0:3	
13	1	0	3	0:2;0:6;0:9;0:14;0:21;0:22;0:23	0:3;0:12;0:16;0:25		0:3;0:22
13	1	0	4	0:20		0:7	0:5
13	1	0	5	0:5;0:20;0:25	0:4;0:5;0:18;0:20	0:5;0:11;0:14;0:20	0:0;0:5;0:13;0:20;0:25
13	1	0	6	0:24	0:23	0:3	
13	1	0	7	0:4		0:17	0:14
13	1	0	8	0:14	0:17		
13	1	0	9		0:21	0:3	0:20
13	1	0	10	0:18			0:11
13	1	0	11	0:5	0:10		0:22
13	1	0	12	0:0;0:25	0:14		0:3
13	1	0	13	0:20;0:25	0:5;0:20	0:20	0:16
13	1	0	14	0:5	0:7;0:22	0:3;0:8	0:12
13	1	0	15			0:20;0:23	0:20;0:25
13	1	0	16	0:19	0:13		0:3
13	1	0	17	0:7			0:8
13	1	0	18			0:10	0:5
13	1	0	19		0:20	0:16	
13	1	0	20	0:5;0:13;0:15;0:20	0:5;0:9;0:15;0:20;0:22	0:4;0:5;0:13;0:20;0:22	0:5;0:13;0:19;0:20;0:25
13	1	0	21		0:0	0:3;0:25	0:1;0:9
13	1	0	22	0:20	0:3;0:11;0:23	0:3	0:14;0:20
13	1	0	23	0:15		0:3	0:6;0:22
13	1	0	24			0:6	
13	1	2	0		2:0		2:0
13	1	0	25	0:21	0:5;0:15;0:20	0:5;0:12;0:13	0:3
13	2	0	0				0:1
13	2	1	0				
13	2	0	1		0:0		
13	6	0	0		0:21		
13	6	0	1				0:9;0:30
13	6	0	2	0:5			0:6
13	6	0	3		0:5		
13	6	1	0			1:1	
13	6	0	4	0:5			
13	6	0	5			0:2;0:4	0:3;0:30
13	6	0	6	0:30	0:2	0:11	
13	6	0	7	0:26		0:22	
13	6	0	8	0:30			0:28
13	6	0	9	0:14;0:32	0:1;0:10;0:25	0:19;0:20;0:22	0:21
13	6	0	10		0:16;0:26	0:19	0:9;0:30
13	6	1	1	1:0		1:2	
13	6	2	0				
13	6	0	11	0:6		0:24	
13	6	0	12				0:17
13	6	0	13		0:28		
13	6	0	14			0:9	
13	6	0	15			0:21	0:18
13	6	0	16	0:17;0:29		0:29	0:10
13	6	0	17		0:12	0:16	
13	6	0	18		0:15		0:25
13	6	0	19	0:9;0:10;0:20	0:25	0:20;0:21	0:25
13	6	0	20	0:9;0:19		0:19	0:27
13	6	0	21	0:15;0:19	0:9;0:30	0:25	0:0
13	6	0	22	0:7;0:9		0:26	
13	6	0	23				0:25
13	6	0	24	0:11			
13	6	0	25	0:21;0:27	0:18;0:19;0:23;0:30	0:27	0:9;0:19;0:31
13	6	0	26	0:22;0:29		0:7	0:10
13	6	0	27	0:25	0:20	0:25	
13	6	0	28		0:8		0:13
13	6	0	29	0:16		0:16;0:26	
13	6	0	30		0:1;0:5;0:10	0:6;0:8	0:21;0:25
13	6	0	31		0:25		
13	6	0	32			0:9	
13	6	1	2	1:1			
13	7	0	0			0:14	0:14
13	7	0	1				0:14
13	7	0	2	0:10;0:12;0:14	0:4;0:5;0:14		
13	7	0	3	0:8			0:5
13	7	0	4	0:14	0:14	0:12	0:2
13	7	0	5	0:14	0:3;0:5;0:14		0:2;0:5;0:16;0:18
13	7	0	6				0:8
13	7	0	7		0:14		
13	7	0	8		0:6;0:8;0:9;0:14;0:15	0:3;0:9;0:12;0:14	0:8;0:10;0:14;0:15
13	7	0	9	0:8;0:9;0:14;0:16;0:17		0:9;0:11;0:14	0:8;0:10;0:12;0:13;0:14
13	7	0	10	0:13	0:8;0:9;0:11	0:2;0:12	
13	7	0	11	0:9			0:10
13	7	0	12	0:4;0:8;0:10;0:12	0:9;0:14	0:2;0:12;0:14;0:18	
13	7	0	13	0:14	0:9	0:10	
13	7	0	14	0:0;0:8;0:9;0:12;0:14	0:0;0:1;0:8;0:9;0:14	0:2;0:4;0:5;0:9;0:13;0:14;0:16	0:2;0:4;0:5;0:7;0:8;0:12;0:14
13	7	0	15		0:8		0:8
13	7	0	16	0:14	0:5	0:9	
13	7	0	17			0:9	
13	7	0	18	0:12	0:5		
13	14	0	0	0:2			0:1;0:2
13	14	0	1	0:8	0:0;0:2;0:7;0:8	0:2;0:8	0:7;0:8
13	14	0	2	0:1;0:2;0:3;0:6;0:7;0:8	0:0;0:2;0:7;0:8;0:10	0:0;0:2;0:8;0:9;0:10	0:1;0:2;0:4;0:8;0:9
13	14	0	3			0:2	0:6
13	14	0	4	0:9	0:2		
13	14	0	5		0:8		
13	14	0	6		0:3	0:2	
13	14	0	7	0:8	0:1;0:7;0:8;0:9	0:2	0:1;0:2;0:7
13	14	0	8	0:1;0:2;0:8	0:1;0:2;0:8	0:1;0:2;0:7;0:8;0:9	0:1;0:2;0:5;0:7;0:8
13	14	0	9	0:2;0:8	0:2	0:4	0:7
13	14	1	0				
13	14	2	0				
13	14	0	10	0:2			0:2
13	15	0	0				
13	15	1	0		1:0		1:0
13	16	0	0				
13	17	0	0				
13	17	1	0				
13	18	0	0				
13	19	0	0				
13	20	0	0				
13	26	0	0		0:1		
13	26	0	1		0:1;0:2		0:0;0:1
13	26	0	2				0:1
13	28	0	0				
13	29	0	0	0:2;0:5	0:5;0:8		
13	29	0	1	0:2	0:5;0:9		
13	29	0	2	0:2;0:3;0:5;0:7		0:0;0:1;0:2;0:4;0:10	
13	29	0	3			0:2	
13	29	0	4	0:2;0:7			0:7;0:9
13	29	0	5			0:0;0:2;0:10	0:0;0:1;0:9
13	29	0	6	0:7			
13	29	0	7		0:4;0:9	0:2;0:4;0:6	
13	29	0	8				0:0;0:9
13	29	0	9		0:4;0:5;0:8;0:9		0:1;0:7;0:9
13	29	0	10	0:2;0:5			
13	38	0	0	0:6	0:2	0:1	0:5
13	38	0	1	0:0	0:8		0:4
13	38	0	2	0:3		0:8	0:0
13	38	0	3			0:2	0:6
13	38	0	4	0:5	0:1		
13	38	0	5	0:7	0:0	0:4	
13	38	0	6		0:3	0:0	0:7
13	38	0	7		0:6	0:5	
13	38	0	8	0:2			0:1
13	39	0	0				
13	49	0	0	0:1		0:5	0:7
13	49	1	0	1:4		1:6	1:7
13	49	1	1		1:4	1:7	1:5
13	49	0	1			0:0	0:6
13	49	0	2	0:4			
13	49	0	3		0:6	0:4	
13	49	0	4	0:3	0:7	0:2	
13	49	1	2	1:5	1:7	1:3	
13	49	1	3	1:2			
13	49	0	5	0:0			
13	49	1	4			1:0	1:1
13	49	1	5		1:1	1:2	
13	49	0	6		0:1	0:7	0:3
13	49	0	7	0:6	0:0		0:4
13	49	1	6	1:0			
13	49	1	7	1:1	1:0		1:2
14	1	0	0		0:6;0:28		0:21
14	1	0	1	0:9	0:7		
14	1	0	2	0:11		0:5	
14	1	0	3	0:30	0:11;0:17	0:5	0:32
14	1	0	4		0:28	0:14	0:22
14	1	0	5	0:2;0:3;0:5;0:9;0:10;0:12;0:14;0:15;0:28;0:32	0:5;0:13;0:23;0:25	0:5;0:17;0:18;0:25;0:26;0:30	0:5;0:14;0:24;0:28;0:29;0:30
14	1	0	6	0:7	0:19		0:0
14	1	0	7		0:20	0:6	0:1
14	1	0	8	0:31	0:32		0:31
14	1	0	9	0:30;0:31	0:21	0:1;0:5	0:13
14	1	0	10			0:5	
14	1	0	11		0:32	0:2	0:3
14	1	0	12			0:5	
14	1	0	13	0:17	0:9		0:5
14	1	0	14	0:4	0:5	0:5	0:16;0:23
14	1	0	15			0:5;0:25	
14	1	0	16	0:22	0:14		0:19
14	1	0	17	0:5	0:30	0:13	0:3;0:31
14	1	0	18	0:5			
14	1	0	19	0:20	0:16		0:6
14	1	0	20		0:22	0:19	0:7
14	1	0	21		0:0	0:25	0:9;0:28
14	1	0	22		0:4	0:16	0:20
14	1	0	23		0:14		0:5
14	1	0	24		0:5	0:31	0:31
14	1	0	25	0:5;0:15;0:21			0:5
14	1	0	26	0:5			
14	1	0	27	0:29			
14	1	0	28		0:5;0:21	0:5	0:0;0:4
14	1	0	29		0:5	0:27	
14	1	0	30	0:5	0:5	0:3;0:9;0:31	0:17;0:31
14	1	0	31	0:24;0:30;0:31	0:8;0:17;0:24;0:30;0:31	0:8;0:9;0:31;0:32	0:31
14	1	1	0				
14	1	0	32	0:31	0:3	0:5	0:8;0:11
14	2	0	0	0:0	0:0	0:0	0:0;0:1
14	2	0	1	0:1	0:0	0:1	
14	2	1	0				
14	7	0	0	0:5;0:8	0:0		0:0;0:4
14	7	0	1		0:2;0:4;0:8	0:5	0:4
14	7	0	2		0:4	0:8	0:1;0:8;0:10
14	7	0	3	0:8			
14	7	0	4		0:0;0:1		0:1;0:2;0:8
14	7	0	5	0:1	0:8	0:0	
14	7	0	6	0:12			
14	7	0	7	0:7;0:9		0:7;0:12	
14	7	0	8	0:2;0:8;0:11	0:2;0:4;0:11	0:0;0:3;0:8;0:9	0:1;0:5;0:9;0:10
14	7	0	9	0:8	0:8	0:7	
14	7	0	10		0:2;0:8		
14	7	0	11			0:8	0:8
14	7	0	12	0:7		0:6	
14	23	0	0	0:11;0:16;0:18	0:14		
14	23	0	1		0:1;0:2;0:4	0:3;0:5;0:9	0:1;0:6;0:7;0:10;0:19
14	23	0	2				0:1
14	23	0	3	0:1;0:14;0:17	0:9		0:14
14	23	0	4	0:13		0:10;0:13	0:1;0:10
14	23	0	5	0:1;0:7;0:10;0:12	0:5;0:7	0:9;0:12	0:5;0:17
14	23	0	6		0:1		0:18
14	23	0	7		0:1	0:5;0:9;0:12	0:5;0:12;0:17
14	23	0	8	0:17	0:12	0:17	
14	23	0	9	0:1;0:5;0:7	0:9		0:3;0:9
14	23	0	10	0:4;0:13	0:1;0:4;0:16	0:5;0:11	
14	23	0	11	0:10		0:0	
14	23	0	12	0:5;0:7	0:7;0:12	0:5	0:8;0:12
14	23	0	13	0:4;0:13;0:18;0:19		0:4;0:10;0:13;0:14;0:18	0:16
14	23	0	14	0:13;0:19	0:3	0:3	0:0
14	23	0	15			0:17	
14	23	0	16		0:13	0:0	0:10
14	23	0	17	0:8;0:15	0:5;0:7	0:3;0:8	
14	23	0	18	0:13	0:6	0:0;0:13	
14	23	0	19		0:1	0:13;0:14	
14	25	0	0	0:4;0:5	0:2;0:3	0:2	0:3
14	25	0	1		0:1;0:2;0:6;0:8	0:2;0:5;0:8	0:1;0:2;0:4;0:5;0:6;0:7;0:8
14	25	0	2	0:0;0:1;0:2;0:3;0:4;0:5;0:6;0:7;0:8	0:1;0:2;0:6;0:8	0:2;0:5;0:7;0:8	0:0;0:1;0:2;0:4;0:5;0:6;0:7;0:8
14	25	0	3		0:0	0:2	0:0;0:5
14	25	0	4		0:1;0:2;0:6;0:8	0:0;0:2;0:5;0:7;0:8	
14	25	0	5	0:1;0:2;0:4;0:5;0:6;0:7;0:8	0:1;0:2;0:3;0:6;0:8	0:0;0:2;0:5;0:7;0:8	
14	25	0	6		0:1;0:2;0:6;0:8	0:2;0:5;0:7;0:8	0:1;0:2;0:4;0:5;0:6;0:8
14	25	0	7	0:2;0:4;0:5;0:6;0:7;0:8	0:1;0:2;0:8	0:2;0:5;0:7	
14	25	0	8	0:1;0:2;0:4;0:5;0:6;0:8	0:1;0:2;0:6;0:8	0:2;0:5;0:7;0:8	0:1;0:2;0:4;0:5;0:6;0:7;0:8
14	26	0	0	0:0		0:0	0:1
14	26	0	1	0:1	0:0	0:1	
14	26	1	0	1:0;1:1	1:0;1:1	1:0	1:0
14	26	1	1			1:0	1:0
14	26	2	0	2:0		2:0	
14	27	0	0				0:1
14	27	0	1		0:0		
14	27	1	0				
14	34	0	0				
14	36	0	0				
14	36	1	0				
14	47	0	0			0:4;0:5	
14	47	0	1			0:2	
14	47	0	2	0:1;0:2;0:3;0:4		0:2	
14	47	0	3	0:5		0:2	
14	47	0	4	0:0		0:2	
14	47	0	5	0:0		0:3	
