visual_id	visual_enum	asset_key	animation_id	animation	frames	ticks
76	Prince	Prince	4	selected	16,17,18,17	20,4,20,4
77	PupilT2	Pupil_T2	0	left	0,1,2,3	13,6,13,6
77	PupilT2	Pupil_T2	1	right	4,5,6,7	13,6,13,6
77	PupilT2	Pupil_T2	2	down	8,9,10,11	13,6,13,6
77	PupilT2	Pupil_T2	3	up	12,13,14,15	13,6,13,6
77	PupilT2	Pupil_T2	4	selected	16,17,18,17	20,4,20,4
78	Queen	Queen	0	left	0,1,2,3	13,6,13,6
78	Queen	Queen	1	right	4,5,6,7	13,6,13,6
78	Queen	Queen	2	down	8,9,10,11	13,6,13,6
78	Queen	Queen	3	up	12,13,14,15	13,6,13,6
78	Queen	Queen	4	selected	16,17,18,17	20,4,20,4
79	Queen2	Queen_2	0	left	0,1,2,3	13,6,13,6
79	Queen2	Queen_2	1	right	4,5,6,7	13,6,13,6
79	Queen2	Queen_2	2	down	8,9,10,11	13,6,13,6
79	Queen2	Queen_2	3	up	12,13,14,15	13,6,13,6
79	Queen2	Queen_2	4	selected	16,17,18,17	20,4,20,4
80	Ranger	Ranger	0	left	0,1,2,3	13,6,13,6
80	Ranger	Ranger	1	right	4,5,6,7	13,6,13,6
80	Ranger	Ranger	2	down	8,9,10,11	13,6,13,6
80	Ranger	Ranger	3	up	12,13,14,15	13,6,13,6
80	Ranger	Ranger	4	selected	16,17,18,17	20,4,20,4
81	RecruitT1	Recruit_T1	0	left	0,1,2,3	13,6,13,6
81	RecruitT1	Recruit_T1	1	right	4,5,6,7	13,6,13,6
81	RecruitT1	Recruit_T1	2	down	8,9,10,11	13,6,13,6
81	RecruitT1	Recruit_T1	3	up	12,13,14,15	13,6,13,6
81	RecruitT1	Recruit_T1	4	selected	16,17,18,17	20,4,20,4
82	Revenant	Revenant	0	left	0,1,2,3	13,6,13,6
82	Revenant	Revenant	1	right	4,5,6,7	13,6,13,6
82	Revenant	Revenant	2	down	8,9,10,11	13,6,13,6
82	Revenant	Revenant	3	up	12,13,14,15	13,6,13,6
82	Revenant	Revenant	4	selected	16,17,18,17	20,4,20,4
83	Rogue	Rogue	0	left	0,1,2,3	13,6,13,6
83	Rogue	Rogue	1	right	4,5,6,7	13,6,13,6
83	Rogue	Rogue	2	down	8,9,10,11	13,6,13,6
83	Rogue	Rogue	3	up	12,13,14,15	13,6,13,6
83	Rogue	Rogue	4	selected	16,17,18,17	20,4,20,4
84	Sage	Sage	0	left	0,1,2,3	13,6,13,6
84	Sage	Sage	1	right	4,5,6,7	13,6,13,6
84	Sage	Sage	2	down	8,9,10,11	13,6,13,6
84	Sage	Sage	3	up	12,13,14,15	13,6,13,6
84	Sage	Sage	4	selected	16,17,18,17	20,4,20,4
85	SageF	Sage_F	0	left	0,1,2,3	13,6,13,6
85	SageF	Sage_F	1	right	4,5,6,7	13,6,13,6
85	SageF	Sage_F	2	down	8,9,10,11	13,6,13,6
85	SageF	Sage_F	3	up	12,13,14,15	13,6,13,6
85	SageF	Sage_F	4	selected	16,17,18,17	20,4,20,4
86	Shaman	Shaman	0	left	0,1,2,3	13,6,13,6
86	Shaman	Shaman	1	right	4,5,6,7	13,6,13,6
86	Shaman	Shaman	2	down	8,9,10,11	13,6,13,6
86	Shaman	Shaman	3	up	12,13,14,15	13,6,13,6
86	Shaman	Shaman	4	selected	16,17,18,17	20,4,20,4
87	Sniper	Sniper	0	left	0,1,2,3	13,6,13,6
87	Sniper	Sniper	1	right	4,5,6,7	13,6,13,6
87	Sniper	Sniper	2	down	8,9,10,11	13,6,13,6
87	Sniper	Sniper	3	up	12,13,14,15	13,6,13,6
87	Sniper	Sniper	4	selected	16,17,18,17	20,4,20,4
88	SniperF	Sniper_F	0	left	0,1,2,3	13,6,13,6
88	SniperF	Sniper_F	1	right	4,5,6,7	13,6,13,6
88	SniperF	Sniper_F	2	down	8,9,10,11	13,6,13,6
88	SniperF	Sniper_F	3	up	12,13,14,15	13,6,13,6
88	SniperF	Sniper_F	4	selected	16,17,18,17	20,4,20,4
89	Soldier	Soldier	0	left	0,1,2,3	13,6,13,6
89	Soldier	Soldier	1	right	4,5,6,7	13,6,13,6
89	Soldier	Soldier	2	down	8,9,10,11	13,6,13,6
89	Soldier	Soldier	3	up	12,13,14,15	13,6,13,6
89	Soldier	Soldier	4	selected	16,17,18,17	20,4,20,4
90	Summoner	Summoner	0	left	0,1,2,3	13,6,13,6
90	Summoner	Summoner	1	right	4,5,6,7	13,6,13,6
90	Summoner	Summoner	2	down	8,9,10,11	13,6,13,6
90	Summoner	Summoner	3	up	12,13,14,15	13,6,13,6
90	Summoner	Summoner	4	selected	16,17,18,17	20,4,20,4
91	Swordmaster	Swordmaster	0	left	0,1,2,3	13,6,13,6
91	Swordmaster	Swordmaster	1	right	4,5,6,7	13,6,13,6
91	Swordmaster	Swordmaster	2	down	8,9,10,11	13,6,13,6
91	Swordmaster	Swordmaster	3	up	12,13,14,15	13,6,13,6
91	Swordmaster	Swordmaster	4	selected	16,17,18,17	20,4,20,4
92	SwordmasterF	Swordmaster_F	0	left	0,1,2,3	13,6,13,6
92	SwordmasterF	Swordmaster_F	1	right	4,5,6,7	13,6,13,6
92	SwordmasterF	Swordmaster_F	2	down	8,9,10,11	13,6,13,6
92	SwordmasterF	Swordmaster_F	3	up	12,13,14,15	13,6,13,6
92	SwordmasterF	Swordmaster_F	4	selected	16,17,18,17	20,4,20,4
93	Tarvos	Tarvos	0	left	0,1,2,3	13,6,13,6
93	Tarvos	Tarvos	1	right	4,5,6,7	13,6,13,6
93	Tarvos	Tarvos	2	down	8,9,10,11	13,6,13,6
93	Tarvos	Tarvos	3	up	12,13,14,15	13,6,13,6
93	Tarvos	Tarvos	4	selected	16,17,18,17	20,4,20,4
94	Tent	Tent	0	left	0,1,2,3	13,6,13,6
94	Tent	Tent	1	right	4,5,6,7	13,6,13,6
94	Tent	Tent	2	down	8,9,10,11	13,6,13,6
94	Tent	Tent	3	up	12,13,14,15	13,6,13,6
94	Tent	Tent	4	selected	16,17,18,17	20,4,20,4
95	Thief	Thief	0	left	0,1,2,3	13,6,13,6
95	Thief	Thief	1	right	4,5,6,7	13,6,13,6
95	Thief	Thief	2	down	8,9,10,11	13,6,13,6
95	Thief	Thief	3	up	12,13,14,15	13,6,13,6
95	Thief	Thief	4	selected	16,17,18,17	20,4,20,4
96	Troubadour	Troubadour	0	left	0,1,2,3	13,6,13,6
96	Troubadour	Troubadour	1	right	4,5,6,7	13,6,13,6
96	Troubadour	Troubadour	2	down	8,9,10,11	13,6,13,6
96	Troubadour	Troubadour	3	up	12,13,14,15	13,6,13,6
96	Troubadour	Troubadour	4	selected	16,17,18,17	20,4,20,4
97	Unk77	Unk77	0	left	0,1,2,3	13,6,13,6
97	Unk77	Unk77	1	right	4,5,6,7	13,6,13,6
97	Unk77	Unk77	2	down	8,9,10,11	13,6,13,6
97	Unk77	Unk77	3	up	12,13,14,15	13,6,13,6
97	Unk77	Unk77	4	selected	16,17,18,17	20,4,20,4
98	Valkyrie	Valkyrie	0	left	0,1,2,3	13,6,13,6
98	Valkyrie	Valkyrie	1	right	4,5,6,7	13,6,13,6
98	Valkyrie	Valkyrie	2	down	8,9,10,11	13,6,13,6
98	Valkyrie	Valkyrie	3	up	12,13,14,15	13,6,13,6
98	Valkyrie	Valkyrie	4	selected	16,17,18,17	20,4,20,4
99	Warrior	Warrior	0	left	0,1,2,3	13,6,13,6
99	Warrior	Warrior	1	right	4,5,6,7	13,6,13,6
99	Warrior	Warrior	2	down	8,9,10,11	13,6,13,6
99	Warrior	Warrior	3	up	12,13,14,15	13,6,13,6
99	Warrior	Warrior	4	selected	16,17,18,17	20,4,20,4
100	Wight	Wight	0	left	0,1,2,3	13,6,13,6
100	Wight	Wight	1	right	4,5,6,7	13,6,13,6
100	Wight	Wight	2	down	8,9,10,11	13,6,13,6
100	Wight	Wight	3	up	12,13,14,15	13,6,13,6
100	Wight	Wight	4	selected	16,17,18,17	20,4,20,4
101	WightBow	Wight_Bow	0	left	0,1,2,3	13,6,13,6
101	WightBow	Wight_Bow	1	right	4,5,6,7	13,6,13,6
101	WightBow	Wight_Bow	2	down	8,9,10,11	13,6,13,6
101	WightBow	Wight_Bow	3	up	12,13,14,15	13,6,13,6
101	WightBow	Wight_Bow	4	selected	16,17,18,17	20,4,20,4
102	WyvernKnight	Wyvern_Knight	0	left	0,1,2,3	13,6,13,6
102	WyvernKnight	Wyvern_Knight	1	right	4,5,6,7	13,6,13,6
102	WyvernKnight	Wyvern_Knight	2	down	8,9,10,11	13,6,13,6
102	WyvernKnight	Wyvern_Knight	3	up	12,13,14,15	13,6,13,6
102	WyvernKnight	Wyvern_Knight	4	selected	16,17,18,17	20,4,20,4
103	WyvernKnightF	Wyvern_Knight_F	0	left	0,1,2,3	13,6,13,6
103	WyvernKnightF	Wyvern_Knight_F	1	right	4,5,6,7	13,6,13,6
103	WyvernKnightF	Wyvern_Knight_F	2	down	8,9,10,11	13,6,13,6
103	WyvernKnightF	Wyvern_Knight_F	3	up	12,13,14,15	13,6,13,6
103	WyvernKnightF	Wyvern_Knight_F	4	selected	16,17,18,17	20,4,20,4
104	WyvernLord	Wyvern_Lord	0	left	0,1,2,3	13,6,13,6
104	WyvernLord	Wyvern_Lord	1	right	4,5,6,7	13,6,13,6
104	WyvernLord	Wyvern_Lord	2	down	8,9,10,11	13,6,13,6
104	WyvernLord	Wyvern_Lord	3	up	12,13,14,15	13,6,13,6
104	WyvernLord	Wyvern_Lord	4	selected	16,17,18,17	20,4,20,4
105	WyvernLordF	Wyvern_Lord_F	0	left	0,1,2,3	13,6,13,6
105	WyvernLordF	Wyvern_Lord_F	1	right	4,5,6,7	13,6,13,6
105	WyvernLordF	Wyvern_Lord_F	2	down	8,9,10,11	13,6,13,6
105	WyvernLordF	Wyvern_Lord_F	3	up	12,13,14,15	13,6,13,6
105	WyvernLordF	Wyvern_Lord_F	4	selected	16,17,18,17	20,4,20,4
106	WyvernRider	Wyvern_Rider	0	left	0,1,2,3	13,6,13,6
106	WyvernRider	Wyvern_Rider	1	right	4,5,6,7	13,6,13,6
106	WyvernRider	Wyvern_Rider	2	down	8,9,10,11	13,6,13,6
106	WyvernRider	Wyvern_Rider	3	up	12,13,14,15	13,6,13,6
106	WyvernRider	Wyvern_Rider	4	selected	16,17,18,17	20,4,20,4
